pollster,numeric_grade,state,candidate_name,party,pct,sample_size,population,methodology,national_poll,recent_poll
InsiderAdvantage,2,Michigan,Kamala Harris,DEM,48,800,Voters,Text,0,Older
InsiderAdvantage,2,Michigan,Donald Trump,REP,48.6,800,Voters,Text,0,Older
Ipsos,2.8,NA,Kamala Harris,DEM,47,1405,Voters,Probability Panel,1,Older
Ipsos,2.8,NA,Donald Trump,REP,42,1405,Voters,Probability Panel,1,Older
Ipsos,2.8,NA,Kamala Harris,DEM,43,1690,Adults,Probability Panel,1,Older
Ipsos,2.8,NA,Donald Trump,REP,39,1690,Adults,Probability Panel,1,Older
St. Anselm,2.4,New Hampshire,Kamala Harris,DEM,51,2241,Voters,Online Panel,0,Older
St. Anselm,2.4,New Hampshire,Donald Trump,REP,43,2241,Voters,Online Panel,0,Older
St. Anselm,2.4,New Hampshire,Kamala Harris,DEM,51,2241,Voters,Online Panel,0,Older
St. Anselm,2.4,New Hampshire,Donald Trump,REP,43,2241,Voters,Online Panel,0,Older
Alaska Survey Research,1.9,Alaska,Kamala Harris,DEM,42,1254,Voters,Online Panel,0,Older
Alaska Survey Research,1.9,Alaska,Donald Trump,REP,47,1254,Voters,Online Panel,0,Older
Trafalgar Group,0.7,North Carolina,Kamala Harris,DEM,46,1094,Voters,IVR/Live Phone/Text/Online Panel/Email,0,Older
Trafalgar Group,0.7,North Carolina,Donald Trump,REP,48.4,1094,Voters,IVR/Live Phone/Text/Online Panel/Email,0,Older
InsiderAdvantage,2,Wisconsin,Kamala Harris,DEM,49,800,Voters,NA,0,Older
InsiderAdvantage,2,Wisconsin,Donald Trump,REP,46.6,800,Voters,NA,0,Older
AtlasIntel,2.7,NA,Kamala Harris,DEM,48,1775,Voters,NA,1,Older
AtlasIntel,2.7,NA,Donald Trump,REP,50.9,1775,Voters,NA,1,Older
AtlasIntel,2.7,NA,Kamala Harris,DEM,47.3,1775,Voters,NA,1,Older
AtlasIntel,2.7,NA,Donald Trump,REP,50.9,1775,Voters,NA,1,Older
Trafalgar Group,0.7,Arizona,Kamala Harris,DEM,45.5,1088,Voters,IVR/Live Phone/Text/Online Panel/Email,0,Older
Trafalgar Group,0.7,Arizona,Donald Trump,REP,47.1,1088,Voters,IVR/Live Phone/Text/Online Panel/Email,0,Older
Morning Consult,1.9,NA,Kamala Harris,DEM,50,10100,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,45,10100,Voters,Online Panel,1,Older
RMG Research,2.3,NA,Kamala Harris,DEM,51,2756,Voters,NA,1,Older
RMG Research,2.3,NA,Donald Trump,REP,47,2756,Voters,NA,1,Older
GQR,2,Missouri,Kamala Harris,DEM,44,645,Voters,NA,0,Older
GQR,2,Missouri,Donald Trump,REP,55,645,Voters,NA,0,Older
Morning Consult,1.9,NA,Kamala Harris,DEM,50,3317,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,45,3317,Voters,Online Panel,1,Older
Mitchell,2.4,Michigan,Kamala Harris,DEM,48,580,Voters,IVR/Text-to-Web,0,Older
Mitchell,2.4,Michigan,Donald Trump,REP,48,580,Voters,IVR/Text-to-Web,0,Older
Mitchell,2.4,Michigan,Kamala Harris,DEM,47,580,Voters,IVR/Text-to-Web,0,Older
Mitchell,2.4,Michigan,Donald Trump,REP,46,580,Voters,IVR/Text-to-Web,0,Older
Leger,2,NA,Kamala Harris,DEM,47,1174,Voters,Online Panel,1,Older
Leger,2,NA,Donald Trump,REP,44,1174,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Kamala Harris,DEM,50,9889,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,46,9889,Voters,Online Panel,1,Older
Selzer,2.8,Iowa,Kamala Harris,DEM,43,656,Voters,Live Phone,0,Older
Selzer,2.8,Iowa,Donald Trump,REP,47,656,Voters,Live Phone,0,Older
Morning Consult,1.9,NA,Kamala Harris,DEM,50,3204,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,46,3204,Voters,Online Panel,1,Older
YouGov,3,NA,Kamala Harris,DEM,45,1464,Voters,Online Panel,1,Older
YouGov,3,NA,Donald Trump,REP,45,1464,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Kamala Harris,DEM,50,10482,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,46,10482,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Kamala Harris,DEM,49,10884,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,46,10884,Voters,Online Panel,1,Older
Data Orbital,2.9,Arizona,Kamala Harris,DEM,46,550,Voters,Live Phone/Text-to-Web,0,Older
Data Orbital,2.9,Arizona,Donald Trump,REP,46.2,550,Voters,Live Phone/Text-to-Web,0,Older
Redfield & Wilton Strategies,1.8,North Carolina,Kamala Harris,DEM,45,495,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,North Carolina,Donald Trump,REP,44,495,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Arizona,Kamala Harris,DEM,46,765,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Arizona,Donald Trump,REP,47,765,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Florida,Kamala Harris,DEM,44,1465,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Florida,Donald Trump,REP,50,1465,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Georgia,Kamala Harris,DEM,47,562,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Georgia,Donald Trump,REP,49,562,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Michigan,Kamala Harris,DEM,48,556,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Michigan,Donald Trump,REP,45,556,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Minnesota,Kamala Harris,DEM,51,617,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Minnesota,Donald Trump,REP,44,617,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Nevada,Kamala Harris,DEM,45,698,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Nevada,Donald Trump,REP,46,698,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,New Mexico,Kamala Harris,DEM,49,521,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,New Mexico,Donald Trump,REP,44,521,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Pennsylvania,Kamala Harris,DEM,45,801,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Pennsylvania,Donald Trump,REP,45,801,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Wisconsin,Kamala Harris,DEM,49,626,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Wisconsin,Donald Trump,REP,46,626,Voters,Online Panel,0,Older
CWS Research,1.6,Texas,Kamala Harris,DEM,41,504,Voters,Text-to-Web,0,Older
CWS Research,1.6,Texas,Donald Trump,REP,51,504,Voters,Text-to-Web,0,Older
Research America,0.7,Virginia,Kamala Harris,DEM,44,1000,Adults,Live Phone/Online Panel,0,Older
Research America,0.7,Virginia,Donald Trump,REP,44,1000,Adults,Live Phone/Online Panel,0,Older
Research America,0.7,Virginia,Kamala Harris,DEM,47,756,Voters,Live Phone/Online Panel,0,Older
Research America,0.7,Virginia,Donald Trump,REP,46,756,Voters,Live Phone/Online Panel,0,Older
Research America,0.7,Virginia,Kamala Harris,DEM,45,1000,Adults,Live Phone/Online Panel,0,Older
Research America,0.7,Virginia,Donald Trump,REP,45,1000,Adults,Live Phone/Online Panel,0,Older
Research America,0.7,Virginia,Kamala Harris,DEM,48,756,Voters,Live Phone/Online Panel,0,Older
Research America,0.7,Virginia,Donald Trump,REP,46,756,Voters,Live Phone/Online Panel,0,Older
PPIC,2.5,California,Kamala Harris,DEM,60,1071,Voters,Probability Panel,0,Older
PPIC,2.5,California,Donald Trump,REP,29,1071,Voters,Probability Panel,0,Older
Big Village,1.2,NA,Kamala Harris,DEM,43.9,2028,Adults,Online Panel,1,Older
Big Village,1.2,NA,Donald Trump,REP,40.5,2028,Adults,Online Panel,1,Older
Big Village,1.2,NA,Kamala Harris,DEM,47.5,1722,Voters,Online Panel,1,Older
Big Village,1.2,NA,Donald Trump,REP,43.2,1722,Voters,Online Panel,1,Older
Big Village,1.2,NA,Kamala Harris,DEM,49.3,1546,Voters,Online Panel,1,Older
Big Village,1.2,NA,Donald Trump,REP,44.7,1546,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Kamala Harris,DEM,49,10607,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,46,10607,Voters,Online Panel,1,Older
Quinnipiac,2.8,North Carolina,Kamala Harris,DEM,49,940,Voters,Live Phone,0,Older
Quinnipiac,2.8,North Carolina,Donald Trump,REP,46,940,Voters,Live Phone,0,Older
Quinnipiac,2.8,North Carolina,Kamala Harris,DEM,50,940,Voters,Live Phone,0,Older
Quinnipiac,2.8,North Carolina,Donald Trump,REP,47,940,Voters,Live Phone,0,Older
Quinnipiac,2.8,Georgia,Kamala Harris,DEM,45,969,Voters,Live Phone,0,Older
Quinnipiac,2.8,Georgia,Donald Trump,REP,49,969,Voters,Live Phone,0,Older
Quinnipiac,2.8,Georgia,Kamala Harris,DEM,46,969,Voters,Live Phone,0,Older
Quinnipiac,2.8,Georgia,Donald Trump,REP,49,969,Voters,Live Phone,0,Older
Washington Post/George Mason University,2.7,Virginia,Kamala Harris,DEM,50,1005,Voters,Live Phone/Text-to-Web,0,Older
Washington Post/George Mason University,2.7,Virginia,Donald Trump,REP,42,1005,Voters,Live Phone/Text-to-Web,0,Older
Washington Post/George Mason University,2.7,Virginia,Kamala Harris,DEM,51,1005,Voters,Live Phone/Text-to-Web,0,Older
Washington Post/George Mason University,2.7,Virginia,Donald Trump,REP,43,1005,Voters,Live Phone/Text-to-Web,0,Older
Washington Post/George Mason University,2.7,Virginia,Kamala Harris,DEM,49,1005,Voters,Live Phone/Text-to-Web,0,Older
Washington Post/George Mason University,2.7,Virginia,Donald Trump,REP,42,1005,Voters,Live Phone/Text-to-Web,0,Older
Washington Post/George Mason University,2.7,Virginia,Kamala Harris,DEM,51,1005,Voters,Live Phone/Text-to-Web,0,Older
Washington Post/George Mason University,2.7,Virginia,Donald Trump,REP,43,1005,Voters,Live Phone/Text-to-Web,0,Older
Embold Research,1.4,Minnesota,Kamala Harris,DEM,48.8,1616,Voters,Text-to-Web/Online Ad,0,Older
Embold Research,1.4,Minnesota,Donald Trump,REP,44.6,1616,Voters,Text-to-Web/Online Ad,0,Older
Morning Consult,1.9,Arizona,Kamala Harris,DEM,46.89,901,Voters,Online Panel,0,Older
Morning Consult,1.9,Arizona,Donald Trump,REP,49.05,901,Voters,Online Panel,0,Older
Morning Consult,1.9,Florida,Kamala Harris,DEM,47.05,3182,Voters,Online Panel,0,Older
Morning Consult,1.9,Florida,Donald Trump,REP,49.12,3182,Voters,Online Panel,0,Older
Morning Consult,1.9,Maryland,Kamala Harris,DEM,62.23,640,Voters,Online Panel,0,Older
Morning Consult,1.9,Maryland,Donald Trump,REP,34.13,640,Voters,Online Panel,0,Older
Morning Consult,1.9,Michigan,Kamala Harris,DEM,49.19,1368,Voters,Online Panel,0,Older
Morning Consult,1.9,Michigan,Donald Trump,REP,46.12,1368,Voters,Online Panel,0,Older
Morning Consult,1.9,Nevada,Kamala Harris,DEM,47.58,516,Voters,Online Panel,0,Older
Morning Consult,1.9,Nevada,Donald Trump,REP,48.45,516,Voters,Online Panel,0,Older
Morning Consult,1.9,Ohio,Kamala Harris,DEM,43.58,1558,Voters,Online Panel,0,Older
Morning Consult,1.9,Ohio,Donald Trump,REP,51.92,1558,Voters,Online Panel,0,Older
Morning Consult,1.9,Pennsylvania,Kamala Harris,DEM,49.34,1910,Voters,Online Panel,0,Older
Morning Consult,1.9,Pennsylvania,Donald Trump,REP,46.34,1910,Voters,Online Panel,0,Older
Morning Consult,1.9,Texas,Kamala Harris,DEM,43.43,2940,Voters,Online Panel,0,Older
Morning Consult,1.9,Texas,Donald Trump,REP,51.75,2940,Voters,Online Panel,0,Older
Morning Consult,1.9,Wisconsin,Kamala Harris,DEM,49.48,638,Voters,Online Panel,0,Older
Morning Consult,1.9,Wisconsin,Donald Trump,REP,46.19,638,Voters,Online Panel,0,Older
Morning Consult,1.9,North Carolina,Kamala Harris,DEM,48.22,1369,Voters,Online Panel,0,Older
Morning Consult,1.9,North Carolina,Donald Trump,REP,47.82,1369,Voters,Online Panel,0,Older
Morning Consult,1.9,Colorado,Kamala Harris,DEM,54.8,498,Voters,Online Panel,0,Older
Morning Consult,1.9,Colorado,Donald Trump,REP,40.08,498,Voters,Online Panel,0,Older
Morning Consult,1.9,Georgia,Kamala Harris,DEM,48.39,1405,Voters,Online Panel,0,Older
Morning Consult,1.9,Georgia,Donald Trump,REP,47.51,1405,Voters,Online Panel,0,Older
Morning Consult,1.9,Minnesota,Kamala Harris,DEM,50.92,501,Voters,Online Panel,0,Older
Morning Consult,1.9,Minnesota,Donald Trump,REP,44.28,501,Voters,Online Panel,0,Older
Morning Consult,1.9,Virginia,Kamala Harris,DEM,51.97,873,Voters,Online Panel,0,Older
Morning Consult,1.9,Virginia,Donald Trump,REP,42.24,873,Voters,Online Panel,0,Older
Morning Consult,1.9,NA,Kamala Harris,DEM,49,10145,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,46,10145,Voters,Online Panel,1,Older
SurveyUSA,2.8,North Carolina,Kamala Harris,DEM,49,676,Voters,Online Panel,0,Older
SurveyUSA,2.8,North Carolina,Donald Trump,REP,46,676,Voters,Online Panel,0,Older
Hendrix College,0.9,Arkansas,Kamala Harris,DEM,40,696,Voters,Text,0,Older
Hendrix College,0.9,Arkansas,Donald Trump,REP,55,696,Voters,Text,0,Older
Morning Consult,1.9,NA,Kamala Harris,DEM,49,10014,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,46,10014,Voters,Online Panel,1,Older
co/efficient,1.1,Michigan,Kamala Harris,DEM,47,931,Voters,IVR/Text,0,Older
co/efficient,1.1,Michigan,Donald Trump,REP,47,931,Voters,IVR/Text,0,Older
co/efficient,1.1,Wisconsin,Kamala Harris,DEM,47,917,Voters,IVR/Text,0,Older
co/efficient,1.1,Wisconsin,Donald Trump,REP,47,917,Voters,IVR/Text,0,Older
co/efficient,1.1,Pennsylvania,Kamala Harris,DEM,46,889,Voters,IVR/Text,0,Older
co/efficient,1.1,Pennsylvania,Donald Trump,REP,48,889,Voters,IVR/Text,0,Older
YouGov,3,Michigan,Kamala Harris,DEM,50,1077,Voters,Online Panel,0,Older
YouGov,3,Michigan,Donald Trump,REP,49,1077,Voters,Online Panel,0,Older
YouGov,3,Pennsylvania,Kamala Harris,DEM,50,1078,Voters,Online Panel,0,Older
YouGov,3,Pennsylvania,Donald Trump,REP,50,1078,Voters,Online Panel,0,Older
YouGov,3,Wisconsin,Kamala Harris,DEM,51,946,Voters,Online Panel,0,Older
YouGov,3,Wisconsin,Donald Trump,REP,49,946,Voters,Online Panel,0,Older
Siena/NYT,3,NA,Kamala Harris,DEM,47,1695,Voters,Live Phone,1,Older
Siena/NYT,3,NA,Donald Trump,REP,48,1695,Voters,Live Phone,1,Older
Siena/NYT,3,NA,Kamala Harris,DEM,45,1695,Voters,Live Phone,1,Older
Siena/NYT,3,NA,Donald Trump,REP,47,1695,Voters,Live Phone,1,Older
Siena/NYT,3,NA,Kamala Harris,DEM,46,1695,Voters,Live Phone,1,Older
Siena/NYT,3,NA,Donald Trump,REP,48,1695,Voters,Live Phone,1,Older
Siena/NYT,3,NA,Kamala Harris,DEM,44,1695,Voters,Live Phone,1,Older
Siena/NYT,3,NA,Donald Trump,REP,46,1695,Voters,Live Phone,1,Older
Elway,1.9,Washington,Kamala Harris,DEM,53,403,Voters,Live Phone/Text-to-Web,0,Older
Elway,1.9,Washington,Donald Trump,REP,32,403,Voters,Live Phone/Text-to-Web,0,Older
Virginia Commonwealth U.,2.1,Virginia,Kamala Harris,DEM,46,813,Adults,Live Phone/Text-to-Web,0,Older
Virginia Commonwealth U.,2.1,Virginia,Donald Trump,REP,36,813,Adults,Live Phone/Text-to-Web,0,Older
Virginia Commonwealth U.,2.1,Virginia,Kamala Harris,DEM,49.4,749,Voters,Live Phone/Text-to-Web,0,Older
Virginia Commonwealth U.,2.1,Virginia,Donald Trump,REP,35.7,749,Voters,Live Phone/Text-to-Web,0,Older
HarrisX/Harris Poll,1.5,NA,Kamala Harris,DEM,50,2358,Voters,Online Panel,1,Older
HarrisX/Harris Poll,1.5,NA,Donald Trump,REP,50,2358,Voters,Online Panel,1,Older
HarrisX/Harris Poll,1.5,NA,Kamala Harris,DEM,49,2358,Voters,Online Panel,1,Older
HarrisX/Harris Poll,1.5,NA,Donald Trump,REP,49,2358,Voters,Online Panel,1,Older
RMG Research,2.3,NA,Kamala Harris,DEM,50,2701,Voters,NA,1,Older
RMG Research,2.3,NA,Donald Trump,REP,48,2701,Voters,NA,1,Older
Emerson,2.9,California,Kamala Harris,DEM,60.8,815,Voters,Online Panel/Text-to-Web,0,Older
Emerson,2.9,California,Donald Trump,REP,38,815,Voters,Online Panel/Text-to-Web,0,Older
Emerson,2.9,Florida,Kamala Harris,DEM,47.6,815,Voters,Online Panel/Text-to-Web,0,Older
Emerson,2.9,Florida,Donald Trump,REP,51.1,815,Voters,Online Panel/Text-to-Web,0,Older
Emerson,2.9,Texas,Kamala Harris,DEM,48,845,Voters,Online Panel/Text-to-Web,0,Older
Emerson,2.9,Texas,Donald Trump,REP,50.9,845,Voters,Online Panel/Text-to-Web,0,Older
Emerson,2.9,Ohio,Kamala Harris,DEM,44.7,945,Voters,Online Panel/Text-to-Web,0,Older
Emerson,2.9,Ohio,Donald Trump,REP,54.3,945,Voters,Online Panel/Text-to-Web,0,Older
TIPP,1.8,Arizona,Kamala Harris,DEM,46,1015,Voters,Online Panel,0,Older
TIPP,1.8,Arizona,Donald Trump,REP,45.9,1015,Voters,Online Panel,0,Older
TIPP,1.8,Arizona,Kamala Harris,DEM,46.8,949,Voters,Online Panel,0,Older
TIPP,1.8,Arizona,Donald Trump,REP,46.7,949,Voters,Online Panel,0,Older
TIPP,1.8,Arizona,Kamala Harris,DEM,45.8,1015,Voters,Online Panel,0,Older
TIPP,1.8,Arizona,Donald Trump,REP,45.8,1015,Voters,Online Panel,0,Older
TIPP,1.8,Arizona,Kamala Harris,DEM,48,949,Voters,Online Panel,0,Older
TIPP,1.8,Arizona,Donald Trump,REP,47.8,949,Voters,Online Panel,0,Older
Marist,2.9,NA,Kamala Harris,DEM,49,1413,Voters,Live Phone/Online Panel/Text,1,Older
Marist,2.9,NA,Donald Trump,REP,48,1413,Voters,Live Phone/Online Panel/Text,1,Older
Morning Consult,1.9,NA,Kamala Harris,DEM,49,10862,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,46,10862,Voters,Online Panel,1,Older
Cygnal,2.1,NA,Kamala Harris,DEM,46.2,1510,Voters,NA,1,Older
Cygnal,2.1,NA,Donald Trump,REP,44.2,1510,Voters,NA,1,Older
Cygnal,2.1,NA,Kamala Harris,DEM,49,1510,Voters,NA,1,Older
Cygnal,2.1,NA,Donald Trump,REP,46.9,1510,Voters,NA,1,Older
Marquette Law School,3,Wisconsin,Kamala Harris,DEM,52,822,Voters,Live Phone/Email,0,Older
Marquette Law School,3,Wisconsin,Donald Trump,REP,48,822,Voters,Live Phone/Email,0,Older
Marquette Law School,3,Wisconsin,Kamala Harris,DEM,52,738,Voters,Live Phone/Email,0,Older
Marquette Law School,3,Wisconsin,Donald Trump,REP,48,738,Voters,Live Phone/Email,0,Older
Marquette Law School,3,Wisconsin,Kamala Harris,DEM,47,822,Voters,Live Phone/Email,0,Older
Marquette Law School,3,Wisconsin,Donald Trump,REP,43,822,Voters,Live Phone/Email,0,Older
Marquette Law School,3,Wisconsin,Kamala Harris,DEM,48,738,Voters,Live Phone/Email,0,Older
Marquette Law School,3,Wisconsin,Donald Trump,REP,43,738,Voters,Live Phone/Email,0,Older
Emerson,2.9,NA,Kamala Harris,DEM,51.3,1000,Voters,IVR/Online Panel/Text-to-Web,1,Older
Emerson,2.9,NA,Donald Trump,REP,47.6,1000,Voters,IVR/Online Panel/Text-to-Web,1,Older
Morning Consult,1.9,NA,Kamala Harris,DEM,49,11414,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,46,11414,Voters,Online Panel,1,Older
SurveyMonkey,2,NA,Kamala Harris,DEM,44,18123,Voters,Online Panel,1,Older
SurveyMonkey,2,NA,Donald Trump,REP,41,18123,Voters,Online Panel,1,Older
SurveyMonkey,2,NA,Kamala Harris,DEM,39,20762,Adults,Online Panel,1,Older
SurveyMonkey,2,NA,Donald Trump,REP,37,20762,Adults,Online Panel,1,Older
Kaiser Family Foundation,2.5,NA,Kamala Harris,DEM,48,1084,Voters,Live Phone/Probability Panel,1,Older
Kaiser Family Foundation,2.5,NA,Donald Trump,REP,47,1084,Voters,Live Phone/Probability Panel,1,Older
PRRI,1.8,NA,Kamala Harris,DEM,42,5325,Adults,Online Panel/Probability Panel,1,Older
PRRI,1.8,NA,Donald Trump,REP,36,5325,Adults,Online Panel/Probability Panel,1,Older
YouGov,3,NA,Kamala Harris,DEM,47,1389,Voters,Online Panel,1,Older
YouGov,3,NA,Donald Trump,REP,45,1389,Voters,Online Panel,1,Older
Patriot Polling,1.1,NA,Kamala Harris,DEM,48.8,1003,Voters,IVR,1,Older
Patriot Polling,1.1,NA,Donald Trump,REP,47.3,1003,Voters,IVR,1,Older
Patriot Polling,1.1,Pennsylvania,Kamala Harris,DEM,47.9,857,Voters,IVR,0,Older
Patriot Polling,1.1,Pennsylvania,Donald Trump,REP,49,857,Voters,IVR,0,Older
Patriot Polling,1.1,Michigan,Kamala Harris,DEM,48.4,822,Voters,IVR,0,Older
Patriot Polling,1.1,Michigan,Donald Trump,REP,47.6,822,Voters,IVR,0,Older
Patriot Polling,1.1,Wisconsin,Kamala Harris,DEM,47.9,826,Voters,IVR,0,Older
Patriot Polling,1.1,Wisconsin,Donald Trump,REP,47.7,826,Voters,IVR,0,Older
Patriot Polling,1.1,North Carolina,Kamala Harris,DEM,47.5,804,Voters,IVR,0,Older
Patriot Polling,1.1,North Carolina,Donald Trump,REP,50,804,Voters,IVR,0,Older
Patriot Polling,1.1,Georgia,Kamala Harris,DEM,48.3,814,Voters,IVR,0,Older
Patriot Polling,1.1,Georgia,Donald Trump,REP,48.9,814,Voters,IVR,0,Older
Patriot Polling,1.1,Arizona,Kamala Harris,DEM,46.9,804,Voters,IVR,0,Older
Patriot Polling,1.1,Arizona,Donald Trump,REP,48.5,804,Voters,IVR,0,Older
Patriot Polling,1.1,Nevada,Kamala Harris,DEM,46.8,788,Voters,IVR,0,Older
Patriot Polling,1.1,Nevada,Donald Trump,REP,47,788,Voters,IVR,0,Older
Morning Consult,1.9,NA,Kamala Harris,DEM,48,4000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,45,4000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Kamala Harris,DEM,50,11928,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,46,11928,Voters,Online Panel,1,Older
Big Data Poll,1.1,NA,Kamala Harris,DEM,49.9,3047,Voters,Online Panel/Text-to-Web,1,Older
Big Data Poll,1.1,NA,Donald Trump,REP,50.1,3047,Voters,Online Panel/Text-to-Web,1,Older
Big Data Poll,1.1,NA,Kamala Harris,DEM,48.3,3047,Voters,Online Panel/Text-to-Web,1,Older
Big Data Poll,1.1,NA,Donald Trump,REP,47.2,3047,Voters,Online Panel/Text-to-Web,1,Older
Big Data Poll,1.1,NA,Kamala Harris,DEM,46.7,3047,Voters,Online Panel/Text-to-Web,1,Older
Big Data Poll,1.1,NA,Donald Trump,REP,46.9,3047,Voters,Online Panel/Text-to-Web,1,Older
Morning Consult,1.9,NA,Kamala Harris,DEM,48,4000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,45,4000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Kamala Harris,DEM,50,12084,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,45,12084,Voters,Online Panel,1,Older
Pew,2.5,NA,Kamala Harris,DEM,49,8044,Voters,Probability Panel,1,Older
Pew,2.5,NA,Donald Trump,REP,49,8044,Voters,Probability Panel,1,Older
Lake Research,1.2,Indiana,Kamala Harris,DEM,42,600,Voters,Live Phone,0,Older
Lake Research,1.2,Indiana,Donald Trump,REP,52,600,Voters,Live Phone,0,Older
Cygnal,2.1,Alaska,Kamala Harris,DEM,43.1,400,Voters,Live Phone/Text-to-Web,0,Older
Cygnal,2.1,Alaska,Donald Trump,REP,53,400,Voters,Live Phone/Text-to-Web,0,Older
Morning Consult,1.9,NA,Kamala Harris,DEM,48,4000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,45,4000,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Kamala Harris,DEM,50,11919,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,45,11919,Voters,Online Panel,1,Older
McLaughlin,0.5,NA,Kamala Harris,DEM,46.8,2000,Voters,Online Panel,1,Older
McLaughlin,0.5,NA,Donald Trump,REP,47.4,2000,Voters,Online Panel,1,Older
McLaughlin,0.5,NA,Kamala Harris,DEM,47.3,1778,Voters,Online Panel,1,Older
McLaughlin,0.5,NA,Donald Trump,REP,48.8,1778,Voters,Online Panel,1,Older
McLaughlin,0.5,NA,Kamala Harris,DEM,45.4,2000,Voters,Online Panel,1,Older
McLaughlin,0.5,NA,Donald Trump,REP,44.1,2000,Voters,Online Panel,1,Older
McLaughlin,0.5,NA,Kamala Harris,DEM,46.6,1778,Voters,Online Panel,1,Older
McLaughlin,0.5,NA,Donald Trump,REP,46.2,1778,Voters,Online Panel,1,Older
Cygnal,2.1,Michigan,Kamala Harris,DEM,47,600,Voters,NA,0,Older
Cygnal,2.1,Michigan,Donald Trump,REP,46,600,Voters,NA,0,Older
InsiderAdvantage,2,Nevada,Kamala Harris,DEM,46.5,800,Voters,NA,0,Older
